Invoice Number,Entity Type,Purchase Item,Unit Price,Quantity,Customer Id
1046231,Plan,STV-MTHLY,0,1,cus_9661899
1046231,Addon,CHN-VAL-1YR,10,1,cus_9661899
1046230,Plan,STV-MTHLY,0,1,cus_9661898
1046230,Addon,CHN-VAL-1YR,10,1,cus_9661898
1077742,Addon,CHN-VAL-1YR,10,1,cus_9661897
1046228,Plan,STV-MTHLY,0,1,cus_9661897
1046228,Addon,CHN-VAL-1YR,10,1,cus_9661897
1046217,Plan,STV-MTHLY,0,1,cus_9661815
1046217,Addon,CHN-VAL-1YR,10,1,cus_9661815
1046211,Plan,STV-MTHLY,0,1,cus_9661809
1046211,Addon,CHN-VAL-1YR,10,1,cus_9661809
1046201,Plan,STV-MTHLY,0,1,cus_9661799
1046201,Addon,CHN-VAL-1YR,10,1,cus_9661799
1046191,Plan,STV-MTHLY,0,1,cus_9661793
1046191,Addon,CHN-VAL-1YR,5,1,cus_9661793
1046189,Plan,STV-MTHLY,0,1,cus_9661791
1046189,Addon,CHN-VAL-1YR,5,1,cus_9661791
1046187,Addon,CHN-VAL,6.99,1,cus_9661789
1046183,Plan,STV-MTHLY,0,1,cus_9661787
1046183,Addon,CHN-VAL-1YR,5,1,cus_9661787
1046175,Plan,STV-MTHLY,0,1,cus_9661779
1046175,Addon,CHN-VAL-1YR,5,1,cus_9661779
1046173,Plan,STV-MTHLY,0,1,cus_9661775
1046173,Addon,CHN-VAL-1YR,5,1,cus_9661775
1046172,Plan,STV-MTHLY,0,1,cus_9661773
1046172,Addon,CHN-VAL-1YR,5,1,cus_9661773
1046171,Plan,STV-MTHLY,0,1,cus_9661771
1046171,Addon,CHN-VAL-1YR,5,1,cus_9661771
1046164,Plan,STV-MTHLY,0,1,cus_9661764
1046164,Addon,CHN-VAL-1YR,5,1,cus_9661764
1046159,Plan,STV-MTHLY,0,1,cus_9661761
1046159,Addon,CHN-VAL-1YR,5,1,cus_9661761
1046158,Plan,STV-MTHLY,0,1,cus_9661760
1046158,Addon,CHN-VAL-1YR,5,1,cus_9661760
1161264,Plan,STV-MTHLY,0,1,cus_9491099
1161264,Addon,STV-BASIC,3.99,1,cus_9491099
1046154,Plan,STV-MTHLY,0,1,cus_9661759
1046154,Addon,CHN-VAL-1YR,5,1,cus_9661759
1046148,Plan,STV-MTHLY,0,1,cus_9661743
1046148,Addon,CHN-VAL-1YR,5,1,cus_9661743
1046142,Plan,STV-MTHLY,0,1,cus_9661739
1046142,Addon,CHN-VAL-1YR,5,1,cus_9661739
1046139,Plan,STV-MTHLY,0,1,cus_9661736
1046139,Addon,CHN-VAL-1YR,5,1,cus_9661736
1046138,Plan,STV-MTHLY,0,1,cus_9661735
1046138,Addon,CHN-VAL-1YR,5,1,cus_9661735
1046135,Plan,STV-MTHLY,0,1,cus_9661730
1046135,Addon,CHN-VAL-1YR,5,1,cus_9661730
1046129,Plan,STV-MTHLY,0,1,cus_9661797
1046129,Addon,CHN-VAL-1YR,5,1,cus_9661797
1046128,Addon,CHN-VAL-1YR,5,1,cus_9546393
1046127,Addon,CHN-VAL-1YR,5,1,cus_9546393
1046125,Plan,STV-MTHLY,0,1,cus_9661796
1046125,Addon,CHN-VAL-1YR,5,1,cus_9661796
1046123,Plan,STV-MTHLY,0,1,cus_9661794
1046123,Addon,CHN-VAL-1YR,5,1,cus_9661794
1046122,Plan,STV-MTHLY,0,1,cus_9661793
1046122,Addon,CHN-VAL-1YR,5,1,cus_9661793
1046126,Addon,CHN-VAL-1YR,5,1,cus_9546393
1046120,Plan,STV-MTHLY,0,1,cus_9661719
1046120,Addon,CHN-VAL-1YR,5,1,cus_9661719
1046119,Addon,CHN-VAL-1YR,5,1,cus_9634798
1046117,Addon,CHN-VAL-1YR,5,1,cus_9634798
1046114,Plan,STV-MTHLY,0,1,cus_9661718
1046114,Addon,CHN-VAL-1YR,5,1,cus_9661718
1046111,Plan,STV-MTHLY,0,1,cus_9661715
1046111,Addon,CHN-VAL-1YR,5,1,cus_9661715
1046108,Plan,STV-MTHLY,0,1,cus_9661713
1046108,Addon,CHN-VAL-1YR,5,1,cus_9661713
1046105,Plan,STV-MTHLY,0,1,cus_9661710
1046105,Addon,CHN-VAL-1YR,5,1,cus_9661710
1046100,Plan,STV-MTHLY,0,1,cus_9661706
1046100,Addon,CHN-VAL-1YR,5,1,cus_9661706
1046097,Plan,STV-MTHLY,0,1,cus_9661705
1046097,Addon,CHN-VAL-1YR,5,1,cus_9661705
1046098,Addon,CHN-VAL-1YR,5,1,cus_9489997
1046094,Addon,CHN-VAL-1YR,5,1,cus_9566995
1046115,Addon,CHN-VAL-1YR,5,1,cus_9639869
1115866,Addon,CHN-VAL-1YR,10,1,cus_9658979
1154273,Addon,CHN-VAL-1YR,10,1,cus_9640803
1046065,Addon,CHN-VAL-1YR,5,1,cus_9639919
1127057,Addon,CHN-VAL-1YR,10,1,cus_9499337
1092796,Addon,CHN-VAL,6.09,1,cus_9498315
1096736,Addon,CHN-VAL-1YR,10,1,cus_9497539
1044017,Plan,STV-MTHLY,0,1,cus_9661704
1044017,Addon,CHN-VAL-1YR,5,1,cus_9661704
1044015,Addon,CHN-VAL-1YR,5,1,cus_9650693
1044012,Plan,STV-MTHLY,0,1,cus_9661701
1044012,Addon,CHN-VAL-1YR,5,1,cus_9661701
1044010,Plan,STV-MTHLY,0,1,cus_9661700
1044010,Addon,CHN-VAL-1YR,5,1,cus_9661700
1044007,Plan,STV-MTHLY,0,1,cus_9661699
1044007,Addon,CHN-VAL-1YR,5,1,cus_9661699
1044006,Plan,STV-MTHLY,0,1,cus_9661697
1044006,Addon,CHN-VAL-1YR,5,1,cus_9661697
1044003,Plan,STV-MTHLY,0,1,cus_9661694
1044003,Addon,CHN-VAL-1YR,5,1,cus_9661694
1044001,Plan,STV-MTHLY,0,1,cus_9661699
1044001,Addon,CHN-VAL-1YR,5,1,cus_9661699
1044000,Plan,STV-MTHLY,0,1,cus_9661691
1044000,Addon,CHN-VAL-1YR,5,1,cus_9661691
1043996,Addon,CHN-VAL-1YR,5,1,cus_9653365
1043993,Plan,STV-MTHLY,0,1,cus_9661688
1043993,Addon,CHN-VAL-1YR,5,1,cus_9661688
1043991,Plan,STV-MTHLY,0,1,cus_9661687
1043991,Addon,CHN-VAL-1YR,5,1,cus_9661687
1043990,Plan,STV-MTHLY,0,1,cus_9661686
1043990,Addon,CHN-VAL-1YR,5,1,cus_9661686
1043989,Plan,STV-MTHLY,0,1,cus_9661685
1043989,Addon,CHN-VAL-1YR,5,1,cus_9661685
1043987,Plan,STV-MTHLY,0,1,cus_9661684
1043987,Addon,CHN-VAL-1YR,5,1,cus_9661684
1043982,Plan,STV-MTHLY,0,1,cus_9661681
1043982,Addon,CHN-VAL-1YR,5,1,cus_9661681
1043980,Plan,STV-MTHLY,0,1,cus_9661679
1043980,Addon,CHN-VAL-1YR,5,1,cus_9661679
1043977,Plan,STV-MTHLY,0,1,cus_9661677
1043977,Addon,CHN-VAL-1YR,5,1,cus_9661677
1043975,Plan,STV-MTHLY,0,1,cus_9661676
1043975,Addon,CHN-VAL-1YR,5,1,cus_9661676
1043971,Plan,STV-MTHLY,0,1,cus_9661673
1043971,Addon,CHN-VAL-1YR,5,1,cus_9661673
1043969,Addon,CHN-VAL-1YR,5,1,cus_9659333
1043967,Plan,STV-MTHLY,0,1,cus_9661679
1043967,Addon,CHN-VAL-1YR,5,1,cus_9661679
1043963,Plan,STV-MTHLY,0,1,cus_9661670
1043963,Addon,CHN-VAL-1YR,5,1,cus_9661670
1043961,Plan,STV-MTHLY,0,1,cus_9661668
1043961,Addon,CHN-VAL-1YR,5,1,cus_9661668
1043959,Plan,STV-MTHLY,0,1,cus_9661665
1043959,Addon,CHN-VAL-1YR,5,1,cus_9661665
1043955,Plan,STV-MTHLY,0,1,cus_9661661
1043955,Addon,CHN-VAL-1YR,5,1,cus_9661661
1043954,Plan,STV-MTHLY,0,1,cus_9661659
1043954,Addon,CHN-VAL-1YR,5,1,cus_9661659
1043952,Plan,STV-MTHLY,0,1,cus_9661657
1043952,Addon,CHN-VAL-1YR,5,1,cus_9661657
1043951,Plan,STV-MTHLY,0,1,cus_9661656
1043951,Addon,CHN-VAL-1YR,5,1,cus_9661656
1043942,Plan,STV-MTHLY,0,1,cus_9661647
1043942,Addon,CHN-VAL-1YR,5,1,cus_9661647
1043940,Plan,STV-MTHLY,0,1,cus_9661645
1043940,Addon,CHN-VAL-1YR,5,1,cus_9661645
1043939,Plan,STV-MTHLY,0,1,cus_9661644
1043939,Addon,CHN-VAL-1YR,5,1,cus_9661644
1043935,Plan,STV-MTHLY,0,1,cus_9661641
1043935,Addon,CHN-VAL-1YR,5,1,cus_9661641
1043930,Plan,STV-MTHLY,0,1,cus_9661635
1043930,Addon,CHN-VAL-1YR,5,1,cus_9661635
1043927,Addon,CHN-VAL-1YR,5,1,cus_9661639
1043925,Plan,STV-MTHLY,0,1,cus_9661631
1043925,Addon,CHN-VAL-1YR,5,1,cus_9661631
1043922,Plan,STV-MTHLY,0,1,cus_9661698
1043922,Addon,CHN-VAL-1YR,5,1,cus_9661698
1043921,Plan,STV-MTHLY,0,1,cus_9661697
1043921,Addon,CHN-VAL-1YR,5,1,cus_9661697
1043914,Plan,STV-MTHLY,0,1,cus_9661690
1043914,Addon,CHN-VAL-1YR,5,1,cus_9661690
1043912,Plan,STV-MTHLY,0,1,cus_9661619
1043912,Addon,CHN-VAL-1YR,5,1,cus_9661619
1043880,Plan,STV-MTHLY,0,1,cus_9661587
1043880,Addon,CHN-VAL-1YR,5,1,cus_9661587
1043873,Plan,STV-MTHLY,0,1,cus_9661580
1043873,Addon,CHN-VAL-1YR,5,1,cus_9661580
1043870,Plan,STV-MTHLY,0,1,cus_9661578
1043870,Addon,CHN-VAL-1YR,5,1,cus_9661578
1043869,Plan,STV-MTHLY,0,1,cus_9661577
1043869,Addon,CHN-VAL-1YR,5,1,cus_9661577
1043868,Plan,STV-MTHLY,0,1,cus_9661576
1043868,Addon,CHN-VAL-1YR,5,1,cus_9661576
1043867,Plan,STV-MTHLY,0,1,cus_9661575
1043867,Addon,CHN-VAL-1YR,5,1,cus_9661575
1043863,Plan,STV-MTHLY,0,1,cus_9661579
1043863,Addon,CHN-VAL-1YR,5,1,cus_9661579
1043862,Plan,STV-MTHLY,0,1,cus_9661571
1043862,Addon,CHN-VAL-1YR,5,1,cus_9661571
1043860,Plan,PRD-ANTB,4.99,1,cus_9661569
1043860,Addon,Tax,0,1,cus_9661569
1043855,Plan,STV-MTHLY,0,1,cus_9661564
1043855,Addon,CHN-VAL-1YR,5,1,cus_9661564
1043854,Plan,STV-MTHLY,0,1,cus_9661563
1043854,Addon,CHN-VAL-1YR,5,1,cus_9661563
1043853,Addon,CHN-VAL-1YR,5,1,cus_9491191
1043851,Plan,STV-MTHLY,0,1,cus_9661569
1043851,Addon,CHN-VAL-1YR,5,1,cus_9661569
1043850,Plan,STV-MTHLY,0,1,cus_9661561
1043850,Addon,CHN-VAL-1YR,5,1,cus_9661561
1043845,Plan,STV-MTHLY,0,1,cus_9661557
1043845,Addon,CHN-VAL-1YR,5,1,cus_9661557
1043844,Plan,STV-MTHLY,0,1,cus_9661556
1043844,Addon,CHN-VAL-1YR,5,1,cus_9661556
1043843,Plan,STV-MTHLY,0,1,cus_9661555
1043843,Addon,CHN-VAL-1YR,5,1,cus_9661555
1161378,Plan,STV-MTHLY,0,1,cus_9499194
1161378,Addon,CHN-VAL,6.99,1,cus_9499194
1161339,Plan,STV-MTHLY,0,1,cus_9496993
1161339,Addon,CHN-VAL,6.99,1,cus_9496993
1046103,Addon,CHN-VAL-1YR,5,1,cus_9649340
1046156,Addon,CHN-VAL-1YR,5,1,cus_9491099
1161310,Plan,STV-MTHLY,0,1,cus_9639831
1161310,Addon,CHN-VAL,6.99,1,cus_9639831
1161300,Plan,STV-MTHLY,0,1,cus_9494403
1161300,Addon,CHN-VAL,6.99,1,cus_9494403
1161299,Plan,STV-MTHLY,0,1,cus_9640611
1161299,Addon,CHN-VAL,6.99,1,cus_9640611
1161193,Plan,STV-MTHLY,0,1,cus_9639843
1161193,Addon,CHN-VAL,6.99,1,cus_9639843
1161153,Plan,STV-MTHLY,0,1,cus_9639809
1161153,Addon,CHN-VAL,6.99,1,cus_9639809
1161139,Plan,STV-MTHLY,0,1,cus_9499567
1161139,Addon,CHN-VAL,6.99,1,cus_9499567
1161115,Plan,STV-MTHLY,0,1,cus_9639731
1161115,Addon,CHN-VAL,6.99,1,cus_9639731
1161114,Plan,STV-MTHLY,0,1,cus_9639711
1161114,Addon,CHN-VAL,6.99,1,cus_9639711
1161087,Plan,STV-MTHLY,0,1,cus_9497095
1161087,Addon,CHN-VAL,6.99,1,cus_9497095
1161063,Plan,STV-MTHLY,0,1,cus_9547908
1161063,Addon,CHN-VAL,6.99,1,cus_9547908
1161064,Plan,STV-MTHLY,0,1,cus_9497158
1161064,Addon,CHN-VAL,6.99,1,cus_9497158
1161024,Plan,STV-MTHLY,0,1,cus_9497098
1161024,Addon,CHN-VAL,6.99,1,cus_9497098
1161008,Plan,STV-MTHLY,0,1,cus_9503061
1161008,Addon,CHN-VAL,6.99,1,cus_9503061
1161006,Plan,STV-MTHLY,0,1,cus_9497949
1161006,Addon,CHN-VAL,6.99,1,cus_9497949
1160961,Plan,STV-MTHLY,0,1,cus_9497091
1160961,Addon,CHN-VAL,6.99,1,cus_9497091
1160954,Plan,STV-MTHLY,0,1,cus_9497996
1160954,Addon,CHN-VAL,6.99,1,cus_9497996
1160912,Plan,STV-MTHLY,0,1,cus_9497063
1160912,Addon,CHN-VAL,6.99,1,cus_9497063
1160903,Plan,STV-MTHLY,0,1,cus_9496587
1160903,Addon,CHN-VAL,6.99,1,cus_9496587
1160877,Plan,STV-MTHLY,0,1,cus_9496831
1160877,Addon,CHN-VAL,6.99,1,cus_9496831
1160887,Plan,STV-MTHLY,0,1,cus_9496731
1160887,Addon,CHN-VAL,6.99,1,cus_9496731
1160854,Plan,STV-MTHLY,0,1,cus_9496593
1160854,Addon,CHN-VAL,6.99,1,cus_9496593
1160843,Plan,STV-MTHLY,0,1,cus_9496907
1160843,Addon,CHN-VAL,6.99,1,cus_9496907
1160812,Plan,STV-MTHLY,0,1,cus_9491865
1160812,Addon,CHN-VAL,6.99,1,cus_9491865
1160801,Plan,STV-MTHLY,0,1,cus_9496693
1160801,Addon,CHN-VAL,6.99,1,cus_9496693
1160778,Plan,STV-MTHLY,0,1,cus_9496973
1160778,Addon,CHN-VAL,6.99,1,cus_9496973
1077782,Addon,CHN-VAL,6.54,1,cus_9496651
1160761,Plan,STV-MTHLY,0,1,cus_9496917
1160761,Addon,CHN-VAL,6.99,1,cus_9496917
1160739,Plan,STV-MTHLY,0,1,cus_9496944
1160739,Addon,CHN-VAL,6.99,1,cus_9496944
1160700,Plan,STV-MTHLY,0,1,cus_9496985
1160700,Addon,CHN-VAL,6.99,1,cus_9496985
1160682,Plan,STV-MTHLY,0,1,cus_9495910
1160682,Addon,CHN-VAL,6.99,1,cus_9495910
1160685,Plan,STV-MTHLY,0,1,cus_9496490
1160685,Addon,CHN-VAL,6.99,1,cus_9496490
1160643,Plan,STV-MTHLY,0,1,cus_9495978
1160643,Addon,CHN-VAL,6.99,1,cus_9495978
1160635,Plan,STV-MTHLY,0,1,cus_9496368
1160635,Addon,CHN-VAL,6.99,1,cus_9496368
1160623,Plan,STV-MTHLY,0,1,cus_9496376
1160623,Addon,CHN-VAL,6.99,1,cus_9496376
1160595,Plan,STV-MTHLY,0,1,cus_9495815
1160595,Addon,CHN-VAL,6.99,1,cus_9495815
1160581,Plan,STV-MTHLY,0,1,cus_9495980
1160581,Addon,CHN-VAL,6.99,1,cus_9495980
1160514,Plan,STV-MTHLY,0,1,cus_9495850
1160514,Addon,CHN-VAL,6.99,1,cus_9495850
1160541,Plan,STV-MTHLY,0,1,cus_9495944
1160541,Addon,CHN-VAL,6.99,1,cus_9495944
1160521,Plan,STV-MTHLY,0,1,cus_9495661
1160521,Addon,CHN-VAL,6.99,1,cus_9495661
1160493,Plan,STV-MTHLY,0,1,cus_9495380
1160493,Addon,CHN-VAL,6.99,1,cus_9495380
1160490,Plan,STV-MTHLY,0,1,cus_9495650
1160490,Addon,CHN-VAL,6.99,1,cus_9495650
1160489,Plan,STV-MTHLY,0,1,cus_9495064
1160489,Addon,CHN-VAL,6.99,1,cus_9495064
1160415,Plan,STV-MTHLY,0,1,cus_9495603
1160415,Addon,CHN-VAL,6.99,1,cus_9495603
1160386,Plan,STV-MTHLY,0,1,cus_9495916
1160386,Addon,CHN-VAL,6.99,1,cus_9495916
1160333,Plan,STV-MTHLY,0,1,cus_9494719
1160333,Addon,CHN-VAL,6.99,1,cus_9494719
1160315,Plan,STV-MTHLY,0,1,cus_9495376
1160315,Addon,CHN-VAL,6.99,1,cus_9495376
1160275,Plan,STV-MTHLY,0,1,cus_9494599
1160275,Addon,CHN-VAL,6.99,1,cus_9494599
1160267,Plan,STV-MTHLY,0,1,cus_9495063
1160267,Addon,CHN-VAL,6.99,1,cus_9495063
1160246,Plan,STV-MTHLY,0,1,cus_9494843
1160246,Addon,CHN-VAL,6.99,1,cus_9494843
1160270,Plan,STV-MTHLY,0,1,cus_9494759
1160270,Addon,CHN-VAL,6.99,1,cus_9494759
1160224,Plan,STV-MTHLY,0,1,cus_9494911
1160224,Addon,CHN-VAL,6.99,1,cus_9494911
1160214,Plan,STV-MTHLY,0,1,cus_9494865
1160214,Addon,CHN-VAL,6.99,1,cus_9494865
1160102,Plan,STV-MTHLY,0,1,cus_9494379
1160102,Addon,CHN-VAL,6.99,1,cus_9494379
1160069,Plan,STV-MTHLY,0,1,cus_9494187
1160069,Addon,CHN-VAL,6.99,1,cus_9494187
1160015,Plan,STV-MTHLY,0,1,cus_9493899
1160015,Addon,CHN-VAL,6.99,1,cus_9493899
1160006,Plan,STV-MTHLY,0,1,cus_9493778
1160006,Addon,CHN-VAL,6.99,1,cus_9493778
1160012,Plan,STV-MTHLY,0,1,cus_9493751
1160012,Addon,CHN-VAL,6.99,1,cus_9493751
1159848,Plan,STV-MTHLY,0,1,cus_9493496
1159848,Addon,CHN-VAL,6.99,1,cus_9493496
1159768,Plan,STV-MTHLY,0,1,cus_9493143
1159768,Addon,CHN-VAL,6.99,1,cus_9493143
1159682,Plan,STV-MTHLY,0,1,cus_9499889
1159682,Addon,CHN-VAL,6.99,1,cus_9499889
1159693,Plan,STV-MTHLY,0,1,cus_9493066
1159693,Addon,CHN-VAL,6.99,1,cus_9493066
1159683,Plan,STV-MTHLY,0,1,cus_9499884
1159683,Addon,CHN-VAL,6.99,1,cus_9499884
1159644,Plan,STV-MTHLY,0,1,cus_9499840
1159644,Addon,CHN-VAL,6.99,1,cus_9499840
1159618,Plan,STV-MTHLY,0,1,cus_9499080
1159618,Addon,CHN-VAL,6.99,1,cus_9499080
1159583,Plan,STV-MTHLY,0,1,cus_9499336
1159583,Addon,CHN-VAL,6.99,1,cus_9499336
1159500,Plan,STV-MTHLY,0,1,cus_9499306
1159500,Addon,CHN-VAL,6.99,1,cus_9499306
1088715,Addon,CHN-VAL,6.31,1,cus_9488503
1091040,Addon,CHN-VAL-1YR,10,1,cus_9488945
1159456,Plan,STV-MTHLY,0,1,cus_9499983
1159456,Addon,CHN-VAL,6.99,1,cus_9499983
1159431,Plan,STV-MTHLY,0,1,cus_9499315
1159431,Addon,CHN-VAL,6.99,1,cus_9499315
1159423,Plan,STV-MTHLY,0,1,cus_9491916
1159423,Addon,CHN-VAL,6.99,1,cus_9491916
1159406,Plan,STV-MTHLY,0,1,cus_9499994
1159406,Addon,CHN-VAL,6.99,1,cus_9499994
1159397,Plan,STV-MTHLY,0,1,cus_9491948
1159397,Addon,CHN-VAL,6.99,1,cus_9491948
1159364,Plan,STV-MTHLY,0,1,cus_9488648
1159364,Addon,CHN-VAL,6.99,1,cus_9488648
1159362,Plan,STV-MTHLY,0,1,cus_9491905
1159362,Addon,CHN-VAL,6.99,1,cus_9491905
1159363,Plan,STV-MTHLY,0,1,cus_9491934
1159363,Addon,CHN-VAL,6.99,1,cus_9491934
1159352,Plan,STV-MTHLY,0,1,cus_9499195
1159352,Addon,CHN-VAL,6.99,1,cus_9499195
1159334,Plan,STV-MTHLY,0,1,cus_9491598
1159334,Addon,CHN-VAL,6.99,1,cus_9491598
1043852,Addon,CHN-VAL-1YR,5,1,cus_9491191
1159268,Plan,STV-MTHLY,0,1,cus_9491738
1159268,Addon,CHN-VAL,6.99,1,cus_9491738
1159227,Plan,STV-MTHLY,0,1,cus_9491501
1159227,Addon,CHN-VAL,6.99,1,cus_9491501
1159190,Plan,STV-MTHLY,0,1,cus_9491699
1159190,Addon,CHN-VAL,6.99,1,cus_9491699
1159192,Plan,STV-MTHLY,0,1,cus_9491783
1159192,Addon,CHN-VAL,6.99,1,cus_9491783
1159135,Plan,STV-MTHLY,0,1,cus_9490543
1159135,Addon,CHN-VAL,6.99,1,cus_9490543
1159126,Plan,STV-MTHLY,0,1,cus_9490810
1159126,Addon,CHN-VAL,6.99,1,cus_9490810
1159082,Plan,STV-MTHLY,0,1,cus_9490960
1159082,Addon,CHN-VAL,6.99,1,cus_9490960
1159007,Plan,STV-MTHLY,0,1,cus_9490750
1159007,Addon,CHN-VAL,6.99,1,cus_9490750
1158910,Plan,STV-MTHLY,0,1,cus_9490339
1158910,Addon,CHN-VAL,6.99,1,cus_9490339
1158892,Plan,STV-MTHLY,0,1,cus_9489953
1158892,Addon,CHN-VAL,6.99,1,cus_9489953
1158891,Plan,STV-MTHLY,0,1,cus_9490469
1158891,Addon,CHN-VAL,6.99,1,cus_9490469
1158871,Plan,STV-MTHLY,0,1,cus_9489769
1158871,Addon,CHN-VAL,6.99,1,cus_9489769
1158789,Plan,STV-MTHLY,0,1,cus_9489643
1158789,Addon,CHN-VAL,6.99,1,cus_9489643
1158768,Plan,STV-MTHLY,0,1,cus_9489939
1158768,Addon,CHN-VAL,6.99,1,cus_9489939
1158751,Plan,STV-MTHLY,0,1,cus_9489894
1158751,Addon,CHN-VAL,6.99,1,cus_9489894
1158733,Plan,STV-MTHLY,0,1,cus_9489876
1158733,Addon,CHN-VAL,6.99,1,cus_9489876
1158640,Plan,STV-MTHLY,0,1,cus_9489547
1158640,Addon,CHN-VAL,6.99,1,cus_9489547
1158541,Plan,STV-MTHLY,0,1,cus_9489343
1158541,Addon,CHN-VAL,6.99,1,cus_9489343
1158533,Plan,STV-MTHLY,0,1,cus_9489101
1158533,Addon,CHN-VAL,6.99,1,cus_9489101
1158514,Plan,STV-MTHLY,0,1,cus_9489401
1158514,Addon,CHN-VAL,6.99,1,cus_9489401
1158460,Plan,STV-MTHLY,0,1,cus_9489981
1158460,Addon,CHN-VAL,6.99,1,cus_9489981
1158461,Plan,STV-MTHLY,0,1,cus_9488984
1158461,Addon,CHN-VAL,6.99,1,cus_9488984
1158457,Plan,STV-MTHLY,0,1,cus_9488789
1158457,Addon,CHN-VAL,6.99,1,cus_9488789
1158351,Plan,STV-MTHLY,0,1,cus_9488794
1158351,Addon,CHN-VAL,6.99,1,cus_9488794
1158348,Plan,STV-MTHLY,0,1,cus_9488545
1158348,Addon,CHN-VAL,6.99,1,cus_9488545
1158287,Plan,STV-MTHLY,0,1,cus_9488448
1158287,Addon,CHN-VAL,6.99,1,cus_9488448
1158171,Plan,STV-MTHLY,0,1,cus_9391554
1158171,Addon,CHN-VAL,3,1,cus_9391554
1046116,Addon,CHN-VAL-1YR,5,1,cus_9634798
1043846,Addon,STV-LIFE,29.99,1,cus_9661549
1043988,Addon,CHN-VAL-1YR,5,1,cus_9650505
1157839,Plan,STV-MTHLY,0,1,cus_9661456
1157839,Addon,CHN-VAL,6.99,1,cus_9661456
1157822,Plan,STV-MTHLY,0,1,cus_9661499
1157822,Addon,CHN-VAL,6.99,1,cus_9661499
1157767,Plan,STV-MTHLY,0,1,cus_9484451
1157767,Addon,CHN-VAL,6.99,1,cus_9484451
1157762,Plan,STV-MTHLY,0,1,cus_9481613
1157762,Addon,CHN-VAL,6.99,1,cus_9481613
1092801,Addon,CHN-VAL,5.64,1,cus_9486666
1092872,Addon,CHN-VAL,5.64,1,cus_9698109
1157742,Plan,STV-MTHLY,0,1,cus_9658098
1157742,Addon,CHN-VAL,6.99,1,cus_9658098
1127069,Addon,CHN-VAL-1YR,10,1,cus_9493648
1157574,Plan,STV-MTHLY,0,1,cus_9483047
1157574,Addon,CHN-VAL,6.99,1,cus_9483047
1046118,Addon,CHN-VAL-1YR,5,1,cus_9655953
1157487,Plan,STV-MTHLY,0,1,cus_9489069
1157487,Addon,CHN-VAL,6.99,1,cus_9489069
1157485,Plan,STV-MTHLY,0,1,cus_9640559
1157485,Addon,CHN-VAL,6.99,1,cus_9640559
1157388,Plan,STV-MTHLY,0,1,cus_9487963
1157388,Addon,CHN-VAL,6.99,1,cus_9487963
1157371,Plan,STV-MTHLY,0,1,cus_9640469
1157371,Addon,CHN-VAL,6.99,1,cus_9640469
1157380,Plan,STV-MTHLY,0,1,cus_9639688
1157380,Addon,CHN-VAL,6.99,1,cus_9639688
1157379,Plan,STV-MTHLY,0,1,cus_9639685
1157379,Addon,CHN-VAL,6.99,1,cus_9639685
1157326,Plan,STV-MTHLY,0,1,cus_9473550
1157326,Addon,CHN-VAL,6.99,1,cus_9473550
1157300,Plan,STV-MTHLY,0,1,cus_9481960
1157300,Addon,CHN-VAL,6.99,1,cus_9481960
1157123,Plan,STV-MTHLY,0,1,cus_9698070
1157123,Addon,CHN-VAL,6.99,1,cus_9698070
1157092,Plan,STV-MTHLY,0,1,cus_9483807
1157092,Addon,CHN-VAL,6.99,1,cus_9483807
1157078,Plan,STV-MTHLY,0,1,cus_9585518
1157078,Addon,CHN-VAL,6.99,1,cus_9585518
1156883,Plan,STV-MTHLY,0,1,cus_9483994
1156883,Addon,CHN-VAL,6.99,1,cus_9483994
1156760,Plan,STV-MTHLY,0,1,cus_9494695
1156760,Addon,CHN-VAL,6.99,1,cus_9494695
1156747,Plan,STV-MTHLY,0,1,cus_9494796
1156747,Addon,CHN-VAL,6.99,1,cus_9494796
1156775,Plan,STV-MTHLY,0,1,cus_9486878
1156775,Addon,CHN-VAL,6.99,1,cus_9486878
1156683,Plan,STV-MTHLY,0,1,cus_9486107
1156683,Addon,CHN-VAL,6.99,1,cus_9486107
1156672,Plan,STV-MTHLY,0,1,cus_9488138
1156672,Addon,CHN-VAL,6.99,1,cus_9488138
1156660,Plan,STV-MTHLY,0,1,cus_9488134
1156660,Addon,CHN-VAL,6.99,1,cus_9488134
1156658,Plan,STV-MTHLY,0,1,cus_9489996
1156658,Addon,CHN-VAL,6.99,1,cus_9489996
1156655,Plan,STV-MTHLY,0,1,cus_9488179
1156655,Addon,CHN-VAL,6.99,1,cus_9488179
1156584,Plan,STV-MTHLY,0,1,cus_9487955
1156584,Addon,CHN-VAL,6.99,1,cus_9487955
1156619,Plan,STV-MTHLY,0,1,cus_9488191
1156619,Addon,CHN-VAL,6.99,1,cus_9488191
1156582,Plan,STV-MTHLY,0,1,cus_9487811
1156582,Addon,CHN-VAL,6.99,1,cus_9487811
1156529,Plan,STV-MTHLY,0,1,cus_9487947
1156529,Addon,CHN-VAL,6.99,1,cus_9487947
1156504,Plan,STV-MTHLY,0,1,cus_9487618
1156504,Addon,CHN-VAL,6.99,1,cus_9487618
1156496,Plan,STV-MTHLY,0,1,cus_9487990
1156496,Addon,CHN-VAL,6.99,1,cus_9487990
1156497,Plan,STV-MTHLY,0,1,cus_9487714
1156497,Addon,CHN-VAL,6.99,1,cus_9487714
1156440,Plan,STV-MTHLY,0,1,cus_9487103
